,flux_bb,flux_bb_lolim,flux_bb_hilim,flux_brems,flux_brems_hilim,flux_brems_lolim,flux_powlaw,flux_powlaw_lolim,flux_powlaw_hilim,photflux_aper,photflux_aper_lolim,photflux_aper_hilim,flux_aper,flux_aper_lolim,flux_aper_hilim,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s
0,3.526e-14,3.16e-14,3.845e-14,5.473e-14,7.163e-14,3.728e-14,5.04e-14,4.67e-14,5.453e-14,7.596e-06,6.804200000000001e-06,8.374399999999999e-06,2.4895e-14,2.26012e-14,2.71802e-14,1.94e-05,5.945e-06,3.172e-06,4.085e-06,5.378e-06,1.815e-05,5.301e-06,2.79e-06,2.946e-06,4.834e-06,2.065e-05,6.59e-06,3.555e-06,5.156e-06,5.921e-06,6.003e-14,4.508e-14,7.49e-15,3.605e-15,8.27e-15,5.615e-14,4.021e-14,6.586e-15,2.627e-15,7.433e-15,6.391e-14,4.996e-14,8.393e-15,4.532e-15,9.106e-15
1,,,,,,,,,,4.491e-06,2.8308400000000003e-06,9.4408e-06,9.7282e-15,5.7382e-15,1.46264e-14,1.217e-05,1.6e-06,1.561e-06,,7.124e-06,8.578e-06,3.81e-07,5.852e-07,,4.61e-06,1.556e-05,2.819e-06,2.536e-06,1.679e-05,9.499e-06,2.366e-14,7.038e-15,4.243e-15,,1.37e-14,1.656e-14,1.676e-15,1.591e-15,,8.864e-15,3.036e-14,1.24e-14,6.895e-15,5.207e-15,1.827e-14
2,,,,,,,,,,5.663720000000001e-06,3.577478e-06,7.66928e-06,6.320400000000001e-15,4.9540000000000004e-15,8.5618e-15,8.708e-06,2.786e-07,1.088e-06,1.223e-05,6.014e-06,7.099e-06,1.639e-08,6.22e-07,5.394e-06,4.756e-06,1.032e-05,5.244e-07,1.529e-06,1.87e-05,7.273e-06,1.618e-14,,2.802e-15,,1.262e-14,1.319e-14,,1.601e-15,,9.979e-15,1.917e-14,1.723e-15,3.936e-15,2.72e-15,1.526e-14
3,4.221e-13,3.949e-13,4.468e-13,4.348e-13,4.635e-13,4.015e-13,4.544e-13,4.28e-13,4.813e-13,0.000108862,9.820199999999999e-05,0.00011922600000000001,1.9790999999999999e-13,1.77614e-13,2.1792999999999999e-13,0.0002954,2.955e-05,6.556e-05,5.744e-05,9.636e-05,0.0002804,2.509e-05,6.075e-05,3.561e-05,8.916e-05,0.0003103,3.374e-05,7.037e-05,7.812e-05,0.0001036,4.61e-13,1.418e-13,1.619e-13,6.235e-14,1.625e-13,4.346e-13,1.15e-13,1.5e-13,3.817e-14,1.503e-13,4.874e-13,1.686e-13,1.737e-13,8.525e-14,1.747e-13
4,2.778e-13,2.518e-13,3.015e-13,3.049e-13,3.317e-13,2.647e-13,3.068e-13,2.799e-13,3.343e-13,0.000127592,7.8748e-05,0.00017411199999999998,1.25456e-13,1.1234600000000001e-13,6.403659999999999e-13,0.000214,2.212e-05,5.584e-05,0.0002402,0.0001058,0.0001993,1.799e-05,5.008e-05,3.276e-05,9.361e-05,0.0002287,2.626e-05,6.16e-05,0.0004367,0.0001173,3.124e-13,8.148e-14,1.059e-13,,1.275e-13,2.897e-13,6.422e-14,9.491e-14,,1.129e-13,3.35e-13,9.873e-14,1.169e-13,2.51e-12,1.412e-13
5,4.099e-13,3.849e-13,4.344e-13,4.655e-13,4.997e-13,4.276e-13,4.98e-13,4.644e-13,5.363e-13,0.00011107,0.00010215200000000002,0.00011992800000000001,2.40246e-13,2.1340600000000003e-13,2.66384e-13,0.0003124,4.22e-05,6.712e-05,3.531e-05,9.832e-05,0.0002971,3.604e-05,6.188e-05,2.424e-05,9.15e-05,0.0003278,4.8e-05,7.236e-05,4.638e-05,0.0001051,5.837e-13,2.816e-13,1.567e-13,2.863e-14,1.506e-13,5.432e-13,2.212e-13,1.444e-13,1.813e-14,1.401e-13,6.242e-13,3.385e-13,1.69e-13,3.912e-14,1.611e-13
6,3.531e-13,3.241e-13,3.755e-13,3.707e-13,4.001e-13,3.186e-13,3.913e-13,3.648e-13,4.19e-13,0.00011075199999999999,9.9026e-05,0.000122256,1.60666e-13,1.44514e-13,1.78492e-13,0.0002968,2.284e-05,6.567e-05,6.515e-05,0.0001033,0.0002807,1.843e-05,6.042e-05,4.039e-05,9.519e-05,0.000313,2.725e-05,7.093e-05,8.86e-05,0.0001115,3.986e-13,8.913e-14,1.486e-13,,1.67e-13,3.714e-13,6.077e-14,1.367e-13,,1.537e-13,4.258e-13,1.175e-13,1.605e-13,8.36e-15,1.803e-13
7,2.377e-13,1.766e-13,3.066e-13,2.592e-13,2.76e-13,2.397e-13,2.788e-13,2.641e-13,2.957e-13,0.00010682000000000001,9.6062e-05,0.00011757,2.8846e-13,2.34662e-13,3.405e-13,0.0002689,2.806e-05,6.883e-05,6.191e-05,0.0001064,0.0002568,2.281e-05,6.435e-05,3.658e-05,9.977e-05,0.0002811,3.33e-05,7.331e-05,8.724e-05,0.0001129,4.491e-13,1.016e-13,1.677e-13,5.383e-13,1.856e-13,4.068e-13,4.741e-14,1.568e-13,3.883e-13,1.74e-13,4.914e-13,1.558e-13,1.787e-13,6.795e-13,1.971e-13
8,3.408e-13,3.202e-13,3.555e-13,3.604e-13,3.763e-13,3.391e-13,3.785e-13,3.614e-13,3.945e-13,0.00011868999999999999,0.00010817600000000002,0.000129198,1.7679399999999998e-13,1.61386e-13,1.9771599999999995e-13,0.0002698,2.804e-05,7.361e-05,0.000118,0.000104,0.0002597,2.425e-05,6.964e-05,8.892e-05,9.837e-05,0.0002799,3.161e-05,7.758e-05,0.0001472,0.0001097,4.384e-13,9.407e-14,1.778e-13,,1.737e-13,4.129e-13,6.173e-14,1.682e-13,,1.641e-13,4.639e-13,1.249e-13,1.874e-13,2.908e-14,1.833e-13
9,3.834e-13,3.711e-13,3.955e-13,3.871e-13,3.987e-13,3.739e-13,3.766e-13,3.643e-13,3.881e-13,5.814e-05,5.4099999999999994e-05,6.218666666666667e-05,1.0868e-13,1.0208333333333333e-13,1.1520666666666666e-13,,,6.602e-05,2.449e-05,8.391e-05,,,6.293e-05,1.932e-05,8.005e-05,,,6.911e-05,2.967e-05,8.778e-05,,,1.61e-13,3.064e-14,1.344e-13,,,1.535e-13,2.435e-14,1.284e-13,,,1.686e-13,3.652e-14,1.405e-13
10,3.722e-13,3.607e-13,3.834e-13,3.733e-13,3.848e-13,3.596e-13,3.682e-13,3.563e-13,3.799e-13,9.7046e-05,9.223e-05,0.00010174400000000001,1.7412999999999999e-13,1.65752e-13,1.8236800000000002e-13,0.0002668,2.625e-05,6.882e-05,3.265e-05,9.071e-05,0.0002586,2.382e-05,6.559e-05,2.655e-05,8.659e-05,0.000275,2.868e-05,7.205e-05,3.842e-05,9.457e-05,4.282e-13,1.22e-13,1.608e-13,1.755e-14,1.421e-13,4.145e-13,1.11e-13,1.533e-13,1.416e-14,1.358e-13,4.411e-13,1.33e-13,1.684e-13,2.094e-14,1.484e-13
11,3.679e-13,3.482e-13,3.896e-13,3.741e-13,4.029e-13,3.3e-13,3.9e-13,3.614e-13,4.159e-13,9.0316e-05,7.813e-05,0.000102322,2.298e-13,2.09475e-13,2.4975e-13,0.0002467,2.459e-05,6.702e-05,2.911e-05,8.416e-05,0.000232,2.067e-05,6.167e-05,,7.631e-05,0.0002605,2.852e-05,7.236e-05,5.822e-05,9.201e-05,4.578e-13,1.581e-13,1.546e-13,,1.487e-13,4.295e-13,1.315e-13,1.423e-13,,1.346e-13,4.845e-13,1.847e-13,1.67e-13,,1.628e-13
12,3.772e-13,3.473e-13,4.025e-13,3.748e-13,4.049e-13,3.393e-13,3.933e-13,3.641e-13,4.225e-13,0.00010966800000000001,9.6458e-05,0.000122878,1.8212139999999999e-13,1.6359999999999998e-13,2.0067600000000002e-13,0.0002909,2.582e-05,7.562e-05,6.621e-05,8.979e-05,0.0002743,2.114e-05,6.979e-05,3.553e-05,8.153e-05,0.0003075,3.051e-05,8.145e-05,9.689e-05,9.804e-05,4.508e-13,1.431e-13,1.745e-13,6.307e-15,1.359e-13,4.218e-13,1.12e-13,1.61e-13,,1.232e-13,4.798e-13,1.741e-13,1.88e-13,1.288e-14,1.486e-13
13,3.784e-13,3.573e-13,4.014e-13,3.939e-13,4.284e-13,3.172e-13,4.322e-13,4.07e-13,4.582e-13,0.000101088,9.298799999999998e-05,0.000109018,1.8406800000000002e-13,1.675676e-13,2.0024799999999999e-13,0.0002829,3.379e-05,7.025e-05,3.058e-05,8.792e-05,0.0002691,2.901e-05,6.518e-05,2e-05,8.165e-05,0.0002967,3.829e-05,7.532e-05,4.058e-05,9.42e-05,4.49e-13,1.552e-13,1.632e-13,1.704e-14,1.359e-13,4.243e-13,1.273e-13,1.514e-13,8.738e-15,1.261e-13,4.738e-13,1.815e-13,1.75e-13,2.534e-14,1.456e-13
14,3.002e-13,2.628e-13,3.255e-13,3.173e-13,3.49e-13,2.576e-13,3.488e-13,3.197e-13,3.807e-13,0.000107646,9.6288e-05,0.000119002,1.7346e-13,1.47954e-13,2.0172200000000002e-13,0.0002708,3.305e-05,6.496e-05,7.828e-05,9.114e-05,0.0002542,2.659e-05,5.901e-05,5.84e-05,8.324e-05,0.0002874,3.951e-05,7.09e-05,9.816e-05,9.904e-05,4.306e-13,1.264e-13,1.589e-13,,1.514e-13,3.867e-13,7.047e-14,1.443e-13,,1.383e-13,4.744e-13,1.822e-13,1.735e-13,1.401e-14,1.645e-13
15,3.174e-13,2.569e-13,3.509e-13,3.245e-13,3.581e-13,2.557e-13,3.52e-13,3.111e-13,3.839e-13,0.00011320599999999999,8.923e-05,0.000137088,1.5498e-13,1.28276e-13,2.4666e-13,0.0002547,2.523e-05,7.187e-05,0.0001381,7.613e-05,0.0002375,1.892e-05,6.582e-05,5.667e-05,6.724e-05,0.0002719,3.153e-05,7.791e-05,0.0002196,8.45e-05,3.842e-13,1.151e-13,1.658e-13,,1.098e-13,3.367e-13,5.755e-14,1.518e-13,,9.533e-14,4.316e-13,1.702e-13,1.799e-13,3.273e-13,1.243e-13
16,3.894e-13,3.805e-13,3.968e-13,3.967e-13,4.024e-13,3.904e-13,3.943e-13,3.876e-13,4.008e-13,9.6864e-05,9.3084e-05,0.00010062999999999999,2.4404e-13,2.2900000000000003e-13,2.5902e-13,0.0002449,2.521e-05,6.365e-05,6.665e-05,8.391e-05,0.0002412,2.414e-05,6.221e-05,5.603e-05,8.184e-05,0.0002487,2.622e-05,6.5e-05,7.726e-05,8.597e-05,4.466e-13,1.437e-13,1.551e-13,3.255e-13,1.493e-13,4.398e-13,1.375e-13,1.518e-13,2.702e-13,1.457e-13,4.535e-13,1.495e-13,1.584e-13,3.807e-13,1.53e-13
17,3.557e-13,3.33e-13,3.779e-13,3.694e-13,3.974e-13,3.291e-13,3.826e-13,3.576e-13,4.128e-13,9.9496e-05,8.852e-05,0.000110242,1.778034e-13,1.593386e-13,1.9619800000000002e-13,0.0002803,3.027e-05,6.828e-05,3.648e-05,8.215e-05,0.0002643,2.526e-05,6.278e-05,1.563e-05,7.463e-05,0.0002962,3.529e-05,7.377e-05,5.628e-05,8.967e-05,4.396e-13,1.51e-13,1.578e-13,7.217e-15,1.334e-13,4.104e-13,1.186e-13,1.451e-13,1.493e-15,1.211e-13,4.687e-13,1.833e-13,1.705e-13,1.269e-14,1.458e-13
18,3.5e-13,3.228e-13,3.749e-13,3.727e-13,4.045e-13,3.191e-13,3.93e-13,3.611e-13,4.231e-13,8.8776e-05,8.1582e-05,0.00010640999999999999,1.7173999999999998e-13,1.5138999999999997e-13,1.92503e-13,0.0002602,2.518e-05,6.073e-05,,9.777e-05,0.000244,1.997e-05,5.528e-05,,8.866e-05,0.0002764,3.01e-05,6.618e-05,5.307e-05,0.0001063,4.26e-13,1.307e-13,1.435e-13,,1.585e-13,3.92e-13,9.095e-14,1.306e-13,,1.434e-13,4.6e-13,1.686e-13,1.564e-13,4.715e-15,1.728e-13
19,3.952e-13,3.647e-13,4.205e-13,4.202e-13,4.528e-13,3.742e-13,4.428e-13,4.122e-13,4.761e-13,0.00011334999999999999,9.67e-05,0.000129508,4.1428000000000003e-13,3.0538e-13,5.1818e-13,0.0002823,3.595e-05,6.273e-05,8.377e-05,0.000102,0.0002664,3.055e-05,5.746e-05,3.59e-05,9.319e-05,0.0002981,4.105e-05,6.799e-05,0.0001296,0.0001108,5.407e-13,2.345e-13,1.497e-13,9.84e-13,1.625e-13,5.043e-13,1.907e-13,1.371e-13,5.467e-13,1.481e-13,5.77e-13,2.758e-13,1.623e-13,1.399e-12,1.768e-13
20,,,,,,,,,,6.5265e-06,4.8485749999999996e-06,8.201e-06,1.8217999999999997e-14,1.3310999999999999e-14,2.3122749999999997e-14,1.319e-05,1.029e-06,2.765e-06,,9.122e-06,1.049e-05,4.053e-07,1.878e-06,,6.621e-06,1.588e-05,1.652e-06,3.652e-06,,1.162e-05,3.574e-14,5.439e-15,7.053e-15,,2.464e-14,2.843e-14,2.143e-15,4.791e-15,,1.788e-14,4.305e-14,8.736e-15,9.315e-15,,3.139e-14
21,1.198e-12,1.179e-12,1.218e-12,1.38e-12,1.403e-12,1.358e-12,1.403e-12,1.382e-12,1.424e-12,0.00017918560000000001,0.0001762242,0.000182145,5.978366000000001e-13,5.881498e-13,6.077034000000001e-13,0.0005213,0.0001576,0.0001208,5.788e-06,9.044e-05,0.000515,0.0001544,0.0001185,4.861e-06,8.836e-05,0.0005275,0.0001609,0.0001231,6.715e-06,9.251e-05,1.486e-12,1.062e-12,2.986e-13,3.183e-15,1.394e-13,1.469e-12,1.04e-12,2.929e-13,2.649e-15,1.362e-13,1.504e-12,1.084e-12,3.042e-13,3.717e-15,1.426e-13
22,8.817e-13,8.716e-13,8.915e-13,9.988e-13,1.01e-12,9.863e-13,1.01e-12,9.995e-13,1.021e-12,0.000124402,0.000122815,0.000126009,4.4226140000000003e-13,4.369762e-13,4.4776660000000003e-13,0.0003538,0.0001173,8.189e-05,7.01e-06,6.201e-05,0.0003507,0.0001156,8.071e-05,6.175e-06,6.089e-05,0.000357,0.000119,8.307e-05,7.845e-06,6.313e-05,1.095e-12,8.09e-13,2.032e-13,7.387e-15,9.672e-14,1.086e-12,7.971e-13,2.003e-13,6.511e-15,9.497e-14,1.105e-12,8.21e-13,2.061e-13,8.263e-15,9.847e-14
23,9.092e-13,8.99e-13,9.178e-13,1.024e-12,1.034e-12,1.013e-12,1.036e-12,1.026e-12,1.046e-12,0.0001265862,0.0001251154,0.000128035,4.4936860000000003e-13,4.4441759999999997e-13,4.543376e-13,0.0003598,0.0001205,8.257e-05,7.381e-06,6.268e-05,0.0003569,0.0001189,8.15e-05,6.617e-06,6.166e-05,0.0003626,0.0001221,8.363e-05,8.145e-06,6.37e-05,1.114e-12,8.226e-13,2.052e-13,7.373e-15,9.767e-14,1.105e-12,8.118e-13,2.026e-13,6.608e-15,9.608e-14,1.123e-12,8.334e-13,2.079e-13,8.138e-15,9.925e-14
24,8.599e-13,8.409e-13,8.805e-13,9.563e-13,9.765e-13,9.334e-13,9.686e-13,9.489e-13,9.907e-13,0.0001211476,0.00011818039999999998,0.0001241148,4.319962e-13,4.2199400000000004e-13,4.420162e-13,0.0003441,0.0001169,7.885e-05,6.118e-06,5.977e-05,0.0003382,0.0001137,7.669e-05,4.612e-06,5.77e-05,0.0003499,0.0001202,8.102e-05,7.624e-06,6.183e-05,1.069e-12,7.969e-13,1.955e-13,5.561e-15,9.302e-14,1.051e-12,7.749e-13,1.901e-13,4.17e-15,8.98e-14,1.087e-12,8.19e-13,2.009e-13,6.951e-15,9.623e-14
25,,,,,,,,,,1.097e-06,4.83975e-07,1.8626e-06,3.8865e-15,1.715e-15,6.0009999999999995e-15,1.992e-06,,,,2.396e-06,8.789e-07,,,,1.057e-06,3.047e-06,3.782e-07,2.902e-07,,3.735e-06,3.911e-15,,,,3.862e-15,1.726e-15,,,,1.704e-15,5.982e-15,,,,6.02e-15
26,2.007e-14,1.72e-14,2.189e-14,2.927e-14,3.159e-14,2.628e-14,3.485e-14,3.242e-14,3.727e-14,1.0264199999999999e-05,8.9622e-06,1.1516e-05,2.06222e-14,1.7993399999999998e-14,2.32552e-14,1.986e-05,2.36e-06,3.201e-06,1.663e-05,9.27e-06,1.857e-05,1.913e-06,2.814e-06,1.299e-05,8.524e-06,2.114e-05,2.782e-06,3.588e-06,2.005e-05,1.002e-05,3.929e-14,1.463e-14,7.811e-15,2.441e-14,1.697e-14,3.67e-14,1.198e-14,6.867e-15,1.882e-14,1.56e-14,4.189e-14,1.728e-14,8.756e-15,3e-14,1.835e-14
27,2.369e-14,2.089e-14,2.586e-14,2.991e-14,3.269e-14,2.692e-14,3.349e-14,3.053e-14,3.691e-14,1.08662e-05,9.1832e-06,1.2498999999999998e-05,2.3156200000000002e-14,1.95092e-14,2.66688e-14,2.074e-05,2.1e-06,3.071e-06,1.812e-05,1.03e-05,1.907e-05,1.583e-06,2.604e-06,1.341e-05,9.249e-06,2.241e-05,2.617e-06,3.538e-06,2.259e-05,1.134e-05,3.985e-14,1.323e-14,7.501e-15,3.647e-14,1.873e-14,3.659e-14,9.97e-15,6.346e-15,2.783e-14,1.681e-14,4.311e-14,1.648e-14,8.584e-15,4.463e-14,2.054e-14
28,2.093e-14,1.6e-14,2.378e-14,2.971e-14,3.26e-14,2.613e-14,3.408e-14,3.09e-14,3.805e-14,7.34775e-06,6.4765e-06,8.20175e-06,2.0148e-14,1.7499500000000003e-14,2.27155e-14,1.628e-05,2.808e-06,3.085e-06,,7.218e-06,1.48e-05,2.223e-06,2.552e-06,,6.331e-06,1.776e-05,3.354e-06,3.587e-06,,8.106e-06,4.012e-14,1.811e-14,7.852e-15,,1.451e-14,3.647e-14,1.434e-14,6.498e-15,,1.269e-14,4.376e-14,2.164e-14,9.132e-15,,1.633e-14
29,2.507e-14,1.985e-14,2.831e-14,3.647e-14,4.048e-14,3.215e-14,3.857e-14,3.466e-14,4.256e-14,8.005e-06,7.0985e-06,8.90025e-06,2.18485e-14,1.9179250000000003e-14,2.4435e-14,1.754e-05,3.742e-06,4.018e-06,,6.72e-06,1.601e-05,3.135e-06,3.456e-06,,5.793e-06,1.906e-05,4.35e-06,4.543e-06,,7.648e-06,4.361e-14,2.037e-14,9.624e-15,,1.379e-14,3.974e-14,1.675e-14,8.277e-15,,1.195e-14,4.723e-14,2.4e-14,1.088e-14,,1.563e-14
30,,,,,,,,,,3.6368e-06,2.9692e-06,7.9946e-06,1.779575e-14,1.460725e-14,2.096375e-14,1.036e-05,3.595e-06,2.315e-06,,1.914e-06,8.921e-06,2.867e-06,1.794e-06,,1.264e-06,1.18e-05,4.322e-06,2.807e-06,1.848e-05,2.564e-06,3.49e-14,2.744e-14,5.918e-15,,2.925e-15,3.002e-14,2.189e-14,4.587e-15,,1.932e-15,3.977e-14,3.299e-14,7.176e-15,,3.919e-15
31,,,,,,,,,,2.18952e-06,1.6128800000000001e-06,7.4061999999999995e-06,1.0335000000000001e-14,7.619724999999999e-15,1.2962999999999999e-14,6.304e-06,2.403e-06,1.515e-06,,7.256e-07,5.029e-06,1.733e-06,1.053e-06,,2.494e-07,7.508e-06,3.033e-06,1.951e-06,2.336e-05,1.179e-06,2.017e-14,1.532e-14,3.782e-15,,2.068e-15,1.609e-14,1.105e-14,2.628e-15,,7.109e-16,2.403e-14,1.959e-14,4.871e-15,,3.361e-15
32,,,,,,,,,,2.48142e-06,1.84928e-06,7.9596e-06,9.617e-15,7.181275e-15,1.197375e-14,7.164e-06,2.453e-06,1.982e-06,,8.081e-07,5.731e-06,1.758e-06,1.439e-06,,3.184e-07,8.517e-06,3.149e-06,2.494e-06,2.434e-05,1.298e-06,1.85e-14,1.435e-14,4.534e-15,,1.084e-15,1.476e-14,1.028e-14,3.291e-15,,3.941e-16,2.204e-14,1.841e-14,5.704e-15,,1.741e-15
33,,,,,,,,,,2.6662000000000004e-06,2.292e-06,4.8237999999999995e-06,1.2418500000000001e-14,1.0769749999999999e-14,1.406475e-14,7.629e-06,2.911e-06,1.393e-06,,1.398e-06,6.838e-06,2.487e-06,1.121e-06,,1.014e-06,8.419e-06,3.335e-06,1.651e-06,8.956e-06,1.758e-06,2.467e-14,1.973e-14,3.347e-15,,1.927e-15,2.211e-14,1.685e-14,2.729e-15,,1.39e-15,2.724e-14,2.262e-14,3.966e-15,,2.433e-15
34,,,,,,,,,,3.0336e-06,2.6306000000000003e-06,5.2040000000000005e-06,1.376225e-14,1.197125e-14,1.550375e-14,8.781e-06,2.848e-06,2.121e-06,,1.418e-06,7.89e-06,2.43e-06,1.804e-06,,1.029e-06,9.619e-06,3.267e-06,2.438e-06,8.912e-06,1.784e-06,2.727e-14,2.027e-14,5.242e-15,,2.267e-15,2.45e-14,1.729e-14,4.45e-15,,1.645e-15,2.988e-14,2.325e-14,6.033e-15,,2.852e-15
35,1.775e-14,1.475e-14,1.998e-14,2.343e-14,2.597e-14,1.979e-14,2.297e-14,2.036e-14,2.571e-14,3.50275e-06,3.11375e-06,3.8917500000000005e-06,1.29565e-14,1.1474e-14,1.4439e-14,7.931e-06,2.673e-06,1.479e-06,,1.928e-06,7.255e-06,2.298e-06,1.255e-06,,1.647e-06,8.607e-06,3.047e-06,1.703e-06,,2.21e-06,2.567e-14,1.951e-14,3.661e-15,,2.985e-15,2.347e-14,1.677e-14,3.107e-15,,2.549e-15,2.788e-14,2.224e-14,4.215e-15,,3.421e-15
36,,,,,,,,,,2.581e-06,2.2020999999999996e-06,5.2276e-06,7.8348e-15,6.702199999999999e-15,1.02376e-14,7.466e-06,2.467e-06,1.806e-06,,1.166e-06,6.645e-06,2.061e-06,1.499e-06,,8.055e-07,8.287e-06,2.873e-06,2.112e-06,1.134e-05,1.526e-06,1.94e-14,1.473e-14,3.578e-15,,1.466e-15,1.725e-14,1.228e-14,2.968e-15,,1.013e-15,2.155e-14,1.717e-14,4.188e-15,6.36e-15,1.92e-15
37,,,,,,,,,,3.0658000000000004e-06,2.59664e-06,6.0858e-06,7.924e-15,6.7472000000000005e-15,1.0852199999999999e-14,8.547e-06,3.196e-06,1.294e-06,,2.292e-06,7.576e-06,2.68e-06,9.992e-07,,1.728e-06,9.518e-06,3.712e-06,1.573e-06,1.277e-05,2.856e-06,1.964e-14,1.513e-14,2.195e-15,,2.655e-15,1.738e-14,1.266e-14,1.695e-15,,2.001e-15,2.19e-14,1.76e-14,2.667e-15,8.786e-15,3.308e-15
38,,,,,,,,,,2.6764000000000003e-06,2.3052000000000004e-06,5.469599999999999e-06,9.9398e-15,8.5724e-15,1.2661799999999998e-14,7.659e-06,2.323e-06,1.849e-06,,1.551e-06,6.871e-06,1.944e-06,1.554e-06,,1.157e-06,8.447e-06,2.702e-06,2.144e-06,1.211e-05,1.945e-06,2.452e-14,1.852e-14,4.607e-15,,2.052e-15,2.196e-14,1.55e-14,3.871e-15,,1.531e-15,2.707e-14,2.153e-14,5.343e-15,6.793e-15,2.573e-15
39,,,,,,,,,,8.492e-07,5.044e-07,5.59638e-06,3.465e-15,1.933425e-15,4.98475e-15,2.278e-06,4.181e-07,5.429e-07,,1.007e-06,1.583e-06,1.568e-07,2.923e-07,,4.899e-07,2.935e-06,6.664e-07,7.935e-07,2.209e-05,1.497e-06,6.732e-15,4.096e-15,1.286e-15,,1.746e-15,4.606e-15,1.586e-15,6.925e-16,,8.492e-16,8.857e-15,6.607e-15,1.88e-15,,2.595e-15
40,,,,,,,,,,5.9402e-07,3.039e-07,6.354199999999999e-06,1.120775e-15,5.074e-16,2.096e-15,1.663e-06,,5.547e-07,,7.524e-07,9.91e-07,,2.699e-07,,2.586e-07,2.301e-06,3.024e-07,8.246e-07,2.712e-05,1.223e-06,2.259e-15,,1.271e-15,,9.531e-16,1.073e-15,,6.184e-16,,3.382e-16,3.388e-15,1.538e-15,1.89e-15,,1.568e-15
41,,,,,,,,,,1.05538e-06,6.1614e-07,7.1343e-06,3.2655e-15,1.793025e-15,4.6875e-15,2.777e-06,5.7e-07,5.989e-07,,1.331e-06,1.9e-06,2.418e-07,2.913e-07,,6.476e-07,3.654e-06,8.983e-07,8.902e-07,2.825e-05,1.979e-06,6.441e-15,3.259e-15,1.364e-15,,1.998e-15,4.37e-15,1.195e-15,6.636e-16,,9.435e-16,8.511e-15,5.214e-15,2.028e-15,,2.997e-15
42,,,,,,,,,,1.05658e-06,8.0294e-07,7.12976e-06,5.033999999999999e-15,3.85625e-15,6.29035e-15,2.999e-06,1.115e-06,6.241e-07,,5.448e-07,2.469e-06,8.403e-07,4.473e-07,,2.581e-07,3.529e-06,1.372e-06,7.905e-07,2.914e-05,8.173e-07,1.001e-14,8.554e-15,1.572e-15,,,7.96e-15,6.346e-15,1.119e-15,,,1.194e-14,1.076e-14,2.025e-15,,4.364e-16
43,,,,,,,,,,1.13772e-06,8.456399999999999e-07,1.21836e-05,1.03788e-14,7.7104e-15,2.1273399999999997e-14,2.934e-06,6.354e-07,6.842e-07,,1.435e-06,2.354e-06,4.02e-07,4.903e-07,,9.819e-07,3.483e-06,8.689e-07,8.781e-07,5.38e-05,1.888e-06,2.562e-14,3.593e-15,1.691e-15,,2.099e-14,2.094e-14,1.928e-15,1.204e-15,,1.448e-14,3.03e-14,5.258e-15,2.179e-15,4.113e-14,2.75e-14
44,,,,,,,,,,7.298e-07,5.3084e-07,1.7859799999999998e-06,2.9826666666666665e-15,1.9866666666666665e-15,3.972333333333333e-15,2.073e-06,2.987e-07,5.254e-07,,7.519e-07,1.653e-06,1.459e-07,3.729e-07,,4.824e-07,2.493e-06,4.515e-07,6.694e-07,4.309e-06,1.007e-06,4.815e-15,2.789e-15,1.344e-15,,,3.724e-15,1.282e-15,9.54e-16,,,5.907e-15,4.297e-15,1.713e-15,,
45,,,,,,,,,,9.1938e-07,6.7736e-07,8.219640000000001e-06,2.24595e-15,1.464425e-15,2.9997000000000002e-15,2.639e-06,2.707e-07,1.032e-06,,6.552e-07,2.129e-06,1.053e-07,8.03e-07,,3.495e-07,3.119e-06,4.362e-07,1.262e-06,3.532e-05,9.61e-07,4.756e-15,1.375e-15,2.399e-15,,4.538e-16,3.567e-15,3.055e-16,1.86e-15,,1.252e-16,5.879e-15,2.444e-15,2.909e-15,,7.668e-16
46,,,,,,,,,,7.0974e-07,4.846e-07,3.01804e-06,2.8062e-15,1.74975e-15,3.8124999999999995e-15,1.895e-06,4.613e-07,3.359e-07,,8.565e-07,1.439e-06,2.46e-07,1.93e-07,,5.45e-07,2.327e-06,6.663e-07,4.789e-07,1.047e-05,1.148e-06,5.632e-15,4.066e-15,7.37e-16,,7.898e-16,4.023e-15,2.182e-15,4.211e-16,,3.729e-16,7.16e-15,5.852e-15,1.053e-15,,1.185e-15
47,,,,,,,,,,3.29808e-06,5.70216e-07,6.17086e-06,2.941e-15,1.8108666666666667e-15,4.071666666666667e-15,2.111e-06,1.867e-07,5.447e-07,1.251e-05,1.138e-06,1.648e-06,4.668e-08,3.84e-07,,7.724e-07,2.574e-06,3.209e-07,7.054e-07,2.575e-05,1.504e-06,4.804e-15,2.709e-15,1.31e-15,,,3.481e-15,1.028e-15,9.236e-16,,,6.127e-15,4.391e-15,1.697e-15,,
